objective,metric,lambda_l1,lambda_l2,learning_rate,max_depth,min_data_in_leaf,n_estimators,auc_train,f1_train,auc_test,f1_test
binary,auc,0.0,0.5,1.0,5,10,20,0.7615287374055972,0.6443109816698384,0.6418401729434464,0.5760526994057114
binary,auc,0.0,0.5,1.0,5,10,50,0.806458466775001,0.6751460399913839,0.6310934873860564,0.5633494027568514
binary,auc,0.0,0.5,1.0,5,10,100,0.8410080591644435,0.7015070575821812,0.6275243434889489,0.5602604634367276
binary,auc,0.0,0.5,1.0,5,20,10,0.7289324311882117,0.6274255805803564,0.6504003473240125,0.5810052574770993
binary,auc,0.0,0.5,1.0,5,20,20,0.7555368324833416,0.6453647685553489,0.6409154328607257,0.5751686780015742
binary,auc,0.0,0.5,1.0,5,20,50,0.7972802449416383,0.6702613647576242,0.6321420765005799,0.5640793989708782
binary,auc,0.0,0.5,1.0,5,20,100,0.8298161062914332,0.6923158204074144,0.626558811865618,0.5594152145874721
binary,auc,0.0,0.5,1.0,5,50,10,0.7242662696049572,0.623259960546938,0.6552309394912218,0.5856242089330537
binary,auc,0.0,0.5,1.0,5,50,20,0.7497923651964905,0.6414002511312997,0.6486778871211095,0.5763471943057626
binary,auc,0.0,0.5,1.0,5,50,50,0.788013655519764,0.6663780481157674,0.6402339142483963,0.5719862257273322
binary,auc,0.0,0.5,1.0,5,50,100,0.8185298182816269,0.6866135186981913,0.632464870016688,0.565987821788862
binary,auc,0.0,0.5,1.0,5,100,10,0.7198291449022998,0.6201367605954529,0.6587174173415601,0.5881480582242636
binary,auc,0.0,0.5,1.0,5,100,20,0.7434743649790878,0.6372491442302856,0.6519261948965279,0.5838224412548844
binary,auc,0.0,0.5,1.0,5,100,50,0.7789966480718222,0.659938542803977,0.642293682034374,0.5744008346493464
binary,auc,0.0,0.5,1.0,5,100,100,0.8089932923748643,0.6797488116972348,0.6365802988306307,0.5680499547595952
binary,auc,0.0,0.5,1.0,10,10,10,0.7572755757085122,0.6433819543203837,0.6406124030953069,0.5716423049410141
binary,auc,0.0,0.5,1.0,10,10,20,0.7936860080124791,0.6653888755255019,0.6328720187776451,0.5661463682126935
binary,auc,0.0,0.5,1.0,10,10,50,0.8456143476373472,0.7022984824495958,0.6233961833190387,0.5502213657332763
binary,auc,0.0,0.5,1.0,10,10,100,0.8797879835821624,0.7325163219724536,0.6143662831205426,0.5443136000136649
binary,auc,0.0,0.5,1.0,10,20,10,0.7539681766151948,0.6409977099684171,0.6454606553976051,0.5731965918319438
binary,auc,0.0,0.5,1.0,10,20,20,0.7884331216932036,0.6632018220640287,0.6338103646647103,0.5620381947513903
binary,auc,0.0,0.5,1.0,10,20,50,0.8367266273470312,0.7005168817134987,0.6226151321305636,0.5495964257653033
binary,auc,0.0,0.5,1.0,10,20,100,0.8720274393145564,0.7280939605765515,0.6153626304816413,0.542266996921185
binary,auc,0.0,0.5,1.0,10,50,10,0.7478621132835075,0.6391327908736785,0.6495753001345252,0.5792482583118177
binary,auc,0.0,0.5,1.0,10,50,20,0.7800434749060213,0.6585766735315121,0.6388664888689143,0.5677889104588639
binary,auc,0.0,0.5,1.0,10,50,50,0.8261909220667709,0.6941593402274463,0.6304941303664396,0.5569034909163013
binary,auc,0.0,0.5,1.0,10,50,100,0.8609197973818247,0.7177907530829809,0.6221167408282832,0.552673096437077
binary,auc,0.0,0.5,1.0,10,100,10,0.7378746957757553,0.6343168128441848,0.6495325403003479,0.5818488656823985
binary,auc,0.0,0.5,1.0,10,100,20,0.7681058814336619,0.6521990210212703,0.642556992277112,0.5742161257349799
binary,auc,0.0,0.5,1.0,10,100,50,0.8142998516939968,0.6848347757178824,0.6341244804355282,0.5637604359304771
binary,auc,0.0,0.5,1.0,10,100,100,0.8479189108748749,0.7083944207195274,0.628003968347247,0.5582888675875429
binary,auc,0.0,0.5,1.0,20,10,10,0.7566911707642165,0.6412636640184068,0.6452441719103195,0.5766465719876948
binary,auc,0.0,0.5,1.0,20,10,20,0.7913716208560323,0.6650283812808747,0.634024026995073,0.564010348447667
binary,auc,0.0,0.5,1.0,20,10,50,0.8437774001306453,0.7022175377564391,0.6265107241506533,0.5560413561643425
binary,auc,0.0,0.5,1.0,20,10,100,0.8795496670464379,0.733977763504145,0.6179488349524614,0.5464281784779156
binary,auc,0.0,0.5,1.0,20,20,10,0.7546274999587838,0.6425276630994666,0.6461337751028204,0.5742915153043242
binary,auc,0.0,0.5,1.0,20,20,20,0.7886113993620888,0.6645734913864999,0.63937692141329,0.5691775376182435
binary,auc,0.0,0.5,1.0,20,20,50,0.8393636981366622,0.7019000818845944,0.6303290519922609,0.5607740966760238
binary,auc,0.0,0.5,1.0,20,20,100,0.8741105976334979,0.7303989086737647,0.6225634505112659,0.554326479509506
binary,auc,0.0,0.5,1.0,20,50,10,0.7477725809331695,0.6386968303191606,0.6518535203392212,0.5802601068111028
binary,auc,0.0,0.5,1.0,20,50,20,0.7802664271942298,0.6584154641464498,0.6435452748978244,0.5714502749756402
binary,auc,0.0,0.5,1.0,20,50,50,0.8280601303658909,0.6892268375186653,0.6331866049097582,0.562210319649972
binary,auc,0.0,0.5,1.0,20,50,100,0.8630219835262743,0.7188642675347393,0.6270619485146746,0.5549178616257532
binary,auc,0.0,0.5,1.0,20,100,10,0.7411984791639364,0.6362150552813909,0.649858913583322,0.58090653399413
binary,auc,0.0,0.5,1.0,20,100,20,0.7724509047917878,0.6551744742415707,0.6439832573669425,0.5730427013436451
binary,auc,0.0,0.5,1.0,20,100,50,0.8161435183588743,0.684183333289412,0.6362251120643654,0.5660330073451244
binary,auc,0.0,0.5,1.0,20,100,100,0.8492261003091416,0.7091339788705602,0.6271730705453002,0.5560898662791708
binary,auc,0.0,0.5,1.0,50,10,10,0.7566911707642165,0.6412636640184068,0.6452441719103195,0.5766465719876948
binary,auc,0.0,0.5,1.0,50,10,20,0.7913716208560323,0.6650283812808747,0.634024026995073,0.564010348447667
binary,auc,0.0,0.5,1.0,50,10,50,0.8437774001306453,0.7022175377564391,0.6265107241506533,0.5560413561643425
binary,auc,0.0,0.5,1.0,50,10,100,0.8795496670464379,0.733977763504145,0.6179488349524614,0.5464281784779156
binary,auc,0.0,0.5,1.0,50,20,10,0.7546274999587838,0.6425276630994666,0.6461337751028204,0.5742915153043242
binary,auc,0.0,0.5,1.0,50,20,20,0.7886113993620888,0.6645734913864999,0.63937692141329,0.5691775376182435
binary,auc,0.0,0.5,1.0,50,20,50,0.8393636981366622,0.7019000818845944,0.6303290519922609,0.5607740966760238
binary,auc,0.0,0.5,1.0,50,20,100,0.8741105976334979,0.7303989086737647,0.6225634505112659,0.554326479509506
binary,auc,0.0,0.5,1.0,50,50,10,0.7477725809331695,0.6386968303191606,0.6518535203392212,0.5802601068111028
binary,auc,0.0,0.5,1.0,50,50,20,0.7802664271942298,0.6584154641464498,0.6435452748978244,0.5714502749756402
binary,auc,0.0,0.5,1.0,50,50,50,0.8280601303658909,0.6892268375186653,0.6331866049097582,0.562210319649972
binary,auc,0.0,0.5,1.0,50,50,100,0.8630219835262743,0.7188642675347393,0.6270619485146746,0.5549178616257532
binary,auc,0.0,0.5,1.0,50,100,10,0.7411984791639364,0.6362150552813909,0.649858913583322,0.58090653399413
binary,auc,0.0,0.5,1.0,50,100,20,0.7724509047917878,0.6551744742415707,0.6439832573669425,0.5730427013436451
binary,auc,0.0,0.5,1.0,50,100,50,0.8161435183588743,0.684183333289412,0.6362251120643654,0.5660330073451244
binary,auc,0.0,0.5,1.0,50,100,100,0.8492261003091416,0.7091339788705602,0.6271730705453002,0.5560898662791708
binary,auc,0.0,1.0,0.1,2,10,10,0.6509560182424364,0.5752929412599114,0.6489064283815283,0.5747336317224881
binary,auc,0.0,1.0,0.1,2,10,20,0.6660972989112646,0.590574643370323,0.6573171074223874,0.5901119392705649
binary,auc,0.0,1.0,0.1,2,10,50,0.6825836695720667,0.5998214146111821,0.666366846636172,0.5965824410844386
binary,auc,0.0,1.0,0.1,2,10,100,0.6912032844914879,0.6050277772565912,0.670238834947213,0.5967477352411006
binary,auc,0.0,1.0,0.1,2,20,10,0.6509560182424364,0.5752929412599114,0.6489064283815283,0.5747336317224881
binary,auc,0.0,1.0,0.1,2,20,20,0.6661149643923847,0.590574643370323,0.6573639769866458,0.5900645936208643
binary,auc,0.0,1.0,0.1,2,20,50,0.6826506607455506,0.6001228718224224,0.6666763876746012,0.5971655964845888
binary,auc,0.0,1.0,0.1,2,20,100,0.6910513486337457,0.606177826709101,0.6700414731797891,0.5981110797748559
binary,auc,0.0,1.0,0.1,2,50,10,0.6509560182424364,0.5752929412599114,0.6489064283815283,0.5747336317224881
binary,auc,0.0,1.0,0.1,2,50,20,0.6659999608050929,0.590574643370323,0.6572366543823087,0.590178445302739
binary,auc,0.0,1.0,0.1,2,50,50,0.6826237157678267,0.5999338779056856,0.6669545451958981,0.5964994004347463
binary,auc,0.0,1.0,0.1,2,50,100,0.6911532255927471,0.6063154718816482,0.670260223673869,0.5951501182570351
binary,auc,0.0,1.0,0.1,2,100,10,0.6508834126447893,0.5752929412599114,0.6488207723730507,0.5747336317224881
binary,auc,0.0,1.0,0.1,2,100,20,0.6663073569509025,0.5900950882596137,0.6569754901555661,0.5889622553022729
binary,auc,0.0,1.0,0.1,2,100,50,0.6816730126209379,0.6006359825050742,0.6665570856366707,0.5971825296093228
binary,auc,0.0,1.0,0.1,2,100,100,0.6902142347714829,0.6056536420951083,0.6700779984726868,0.5974761674132963
binary,auc,0.0,1.0,0.1,5,10,10,0.6760201407731247,0.5937993381981692,0.6559596207599733,0.5863693467710521
binary,auc,0.0,1.0,0.1,5,10,20,0.6956553121542445,0.6057744554472703,0.6652895980935201,0.5957710354345549
binary,auc,0.0,1.0,0.1,5,10,50,0.720866123641421,0.6188320121984249,0.6697553730137003,0.5983878200838092
binary,auc,0.0,1.0,0.1,5,10,100,0.7399604781617035,0.6312198570203628,0.6676916204365182,0.5960504781701133
binary,auc,0.0,1.0,0.1,5,20,10,0.674815685854691,0.594533662102168,0.6551268774341258,0.5863430222635944
binary,auc,0.0,1.0,0.1,5,20,20,0.6943882610062918,0.6059317047265443,0.6654684248046748,0.5964268026789074
binary,auc,0.0,1.0,0.1,5,20,50,0.7204316398712961,0.6187916451678501,0.6704353951726455,0.5973689816773854
binary,auc,0.0,1.0,0.1,5,20,100,0.7397601946532862,0.6313922859957876,0.668743708822587,0.5953603066374115
binary,auc,0.0,1.0,0.1,5,50,10,0.6743096257791211,0.5937539147449783,0.6555606844144214,0.5855573432320079
binary,auc,0.0,1.0,0.1,5,50,20,0.6926064108629625,0.6056068254230403,0.6654093332441963,0.5953850041730595
binary,auc,0.0,1.0,0.1,5,50,50,0.716840319683465,0.6194316948336159,0.6713666676654548,0.5986090306224073
binary,auc,0.0,1.0,0.1,5,50,100,0.7360868997143081,0.6294162517820473,0.6697762274153684,0.596006501003307
binary,auc,0.0,1.0,0.1,5,100,10,0.6732194023630661,0.5931640237319225,0.656192111723318,0.5864516688112883
binary,auc,0.0,1.0,0.1,5,100,20,0.6905369576843318,0.6059261452149322,0.66580755794435,0.5959390141530277
binary,auc,0.0,1.0,0.1,5,100,50,0.7117148867428736,0.6168264081895103,0.6718732759796516,0.6011649567807646
binary,auc,0.0,1.0,0.1,5,100,100,0.7307771747416655,0.6295990592685923,0.6708407575337945,0.5996630722090788
binary,auc,0.0,1.0,0.1,10,10,10,0.6839432070046422,0.5979899868096235,0.6579653353538863,0.5855383135510271
binary,auc,0.0,1.0,0.1,10,10,20,0.7081048700555157,0.6154332965129472,0.666849018784928,0.5956745955072139
binary,auc,0.0,1.0,0.1,10,10,50,0.7425996014855524,0.6335291723534336,0.6691989555205184,0.5998445585738797
binary,auc,0.0,1.0,0.1,10,10,100,0.7729821514056554,0.6502457857032137,0.6644500765583922,0.5960374499602029
binary,auc,0.0,1.0,0.1,10,20,10,0.6829681659332514,0.5986135084326626,0.6580713011587744,0.5871348194413231
binary,auc,0.0,1.0,0.1,10,20,20,0.7065911445278306,0.6146315976307972,0.6667143876108413,0.5964052165961906
binary,auc,0.0,1.0,0.1,10,20,50,0.742804774880048,0.6329561105233305,0.6713721346808464,0.5994399109711218
binary,auc,0.0,1.0,0.1,10,20,100,0.7743392044361775,0.6514715015724105,0.6658700982874927,0.5950169487959825
binary,auc,0.0,1.0,0.1,10,50,10,0.6798075557502758,0.5966759134922844,0.6565508708501254,0.5864389993058133
binary,auc,0.0,1.0,0.1,10,50,20,0.7038568453979418,0.6141005433106566,0.6683705614731751,0.5985571975334459
binary,auc,0.0,1.0,0.1,10,50,50,0.7373618802059226,0.6314814371504248,0.67222599317998,0.6012881810346923
binary,auc,0.0,1.0,0.1,10,50,100,0.7672221735171721,0.6489069132092294,0.6668294687609978,0.5937648611739909
binary,auc,0.0,1.0,0.1,10,100,10,0.6784979294113613,0.5959889312711729,0.6580898021437463,0.5854496844682037
binary,auc,0.0,1.0,0.1,10,100,20,0.6992829490255087,0.6119726274579201,0.6676344701132525,0.5984153449554834
binary,auc,0.0,1.0,0.1,10,100,50,0.7299171772909672,0.6274034911847925,0.6708108995846341,0.6003113922818154
binary,auc,0.0,1.0,0.1,10,100,100,0.757846699464595,0.6450342192456259,0.666006210429872,0.5946328058924851
binary,auc,0.0,1.0,0.1,20,10,10,0.683971148335376,0.5978953388567012,0.6579994808784688,0.5855383135510271
binary,auc,0.0,1.0,0.1,20,10,20,0.707967019437716,0.615751041821638,0.6667431774829095,0.5958689217552408
binary,auc,0.0,1.0,0.1,20,10,50,0.7441064511683977,0.6348421562381702,0.6689550284472473,0.5961291430599491
binary,auc,0.0,1.0,0.1,20,10,100,0.7731070414881286,0.6485219334027933,0.665173294100241,0.5944564977344718
binary,auc,0.0,1.0,0.1,20,20,10,0.6833694594496448,0.5986093056477704,0.6579854809219264,0.5878875066753994
binary,auc,0.0,1.0,0.1,20,20,20,0.7070018519907997,0.6138761796911336,0.6675417647496594,0.5965060397032581
binary,auc,0.0,1.0,0.1,20,20,50,0.7433416855205932,0.6331256682341154,0.670605869924272,0.5974480671216891
binary,auc,0.0,1.0,0.1,20,20,100,0.7741088301387569,0.6515154551822471,0.6656569968553608,0.5905357393159046
binary,auc,0.0,1.0,0.1,20,50,10,0.679498360881948,0.597052652189706,0.656289958166291,0.5858342658231722
binary,auc,0.0,1.0,0.1,20,50,20,0.703377956102738,0.6140319873894322,0.667235970553924,0.5983200416262636
binary,auc,0.0,1.0,0.1,20,50,50,0.7402848959695058,0.6351606228059906,0.671120858544565,0.5992440075200819
binary,auc,0.0,1.0,0.1,20,50,100,0.76952205439,0.6486994786480271,0.6664969864331726,0.594308805057135
binary,auc,0.0,1.0,0.1,20,100,10,0.6785317813927659,0.5959889312711729,0.6580729882361854,0.5854496844682037
binary,auc,0.0,1.0,0.1,20,100,20,0.6993942744212669,0.6119573871396612,0.6675512701844845,0.5986074939033427
binary,auc,0.0,1.0,0.1,20,100,50,0.7308340385239838,0.6287421487681325,0.6708274468754122,0.5986254415937412
binary,auc,0.0,1.0,0.1,20,100,100,0.7583451308652635,0.6447774183245026,0.666655256881305,0.5948340383040133
binary,auc,0.0,1.0,0.1,50,10,10,0.683971148335376,0.5978953388567012,0.6579994808784688,0.5855383135510271
binary,auc,0.0,1.0,0.1,50,10,20,0.707967019437716,0.615751041821638,0.6667431774829095,0.5958689217552408
binary,auc,0.0,1.0,0.1,50,10,50,0.7441064511683977,0.6348421562381702,0.6689550284472473,0.5961291430599491
binary,auc,0.0,1.0,0.1,50,10,100,0.7731070414881286,0.6485219334027933,0.665173294100241,0.5944564977344718
binary,auc,0.0,1.0,0.1,50,20,10,0.6833694594496448,0.5986093056477704,0.6579854809219264,0.5878875066753994
binary,auc,0.0,1.0,0.1,50,20,20,0.7070018519907997,0.6138761796911336,0.6675417647496594,0.5965060397032581
binary,auc,0.0,1.0,0.1,50,20,50,0.7433416855205932,0.6331256682341154,0.670605869924272,0.5974480671216891
binary,auc,0.0,1.0,0.1,50,20,100,0.7741088301387569,0.6515154551822471,0.6656569968553608,0.5905357393159046
binary,auc,0.0,1.0,0.1,50,50,10,0.679498360881948,0.597052652189706,0.656289958166291,0.5858342658231722
binary,auc,0.0,1.0,0.1,50,50,20,0.703377956102738,0.6140319873894322,0.667235970553924,0.5983200416262636
binary,auc,0.0,1.0,0.1,50,50,50,0.7402848959695058,0.6351606228059906,0.671120858544565,0.5992440075200819
binary,auc,0.0,1.0,0.1,50,50,100,0.76952205439,0.6486994786480271,0.6664969864331726,0.594308805057135
binary,auc,0.0,1.0,0.1,50,100,10,0.6785317813927659,0.5959889312711729,0.6580729882361854,0.5854496844682037
binary,auc,0.0,1.0,0.1,50,100,20,0.6993942744212669,0.6119573871396612,0.6675512701844845,0.5986074939033427
binary,auc,0.0,1.0,0.1,50,100,50,0.7308340385239838,0.6287421487681325,0.6708274468754122,0.5986254415937412
binary,auc,0.0,1.0,0.1,50,100,100,0.7583451308652635,0.6447774183245026,0.666655256881305,0.5948340383040133
binary,auc,0.0,1.0,0.2,2,10,10,0.6654573570229972,0.5889162577215789,0.6558000237326808,0.5875271172965658
binary,auc,0.0,1.0,0.2,2,10,20,0.6780786832969826,0.5958013004238752,0.6634847936589581,0.59335742694203
binary,auc,0.0,1.0,0.2,2,10,50,0.6906935232310648,0.6062178806517607,0.6695304811441763,0.5980836242115756
binary,auc,0.0,1.0,0.2,2,10,100,0.697470657665055,0.6088588777108489,0.6707862709900704,0.5967288591340787
binary,auc,0.0,1.0,0.2,2,20,10,0.6654573570229972,0.5889162577215789,0.6558000237326808,0.5875271172965658
binary,auc,0.0,1.0,0.2,2,20,20,0.6780806884120311,0.5958013004238752,0.6634829115051266,0.59335742694203
binary,auc,0.0,1.0,0.2,2,20,50,0.6906040756926561,0.6067395222535816,0.670258913685705,0.5988259974925595
binary,auc,0.0,1.0,0.2,2,20,100,0.6977144840252407,0.6120265479449499,0.6707010976376133,0.5950588667283389
binary,auc,0.0,1.0,0.2,2,50,10,0.6656426956643138,0.5888596285733634,0.6556523344773905,0.5875271172965658
binary,auc,0.0,1.0,0.2,2,50,20,0.6786485447270914,0.5963588763335866,0.6650206014095413,0.59425797332178
binary,auc,0.0,1.0,0.2,2,50,50,0.6908961270953683,0.6060811394992774,0.6708967702560189,0.5987580362558736
binary,auc,0.0,1.0,0.2,2,50,100,0.6977600376430736,0.6102658035189202,0.6719784841305109,0.5963926192174055
binary,auc,0.0,1.0,0.2,2,100,10,0.6652431954108328,0.5899361208919266,0.6560949936045545,0.5882727239999723
binary,auc,0.0,1.0,0.2,2,100,20,0.6785304713216219,0.5976276244511263,0.6641241643335626,0.594182618625651
binary,auc,0.0,1.0,0.2,2,100,50,0.6905508018181994,0.6074004583947494,0.6699393950675231,0.5960894739910887
binary,auc,0.0,1.0,0.2,2,100,100,0.6980616812364572,0.6108297537845059,0.6707987126418543,0.5971108064800559
binary,auc,0.0,1.0,0.2,5,10,10,0.6953995617541517,0.6059865008999087,0.6654663348060451,0.5964736239506482
binary,auc,0.0,1.0,0.2,5,10,20,0.7158062883777676,0.617579491738796,0.6683839716775365,0.5995989335539647
binary,auc,0.0,1.0,0.2,5,10,50,0.7395271917164911,0.6298474718972406,0.6662746226473248,0.595898336146042
binary,auc,0.0,1.0,0.2,5,10,100,0.772391660985774,0.6478688925613163,0.6596593342964766,0.5897717539113371
binary,auc,0.0,1.0,0.2,5,20,10,0.6935284692323714,0.6052666817390739,0.6654353217172827,0.5954612906142813
binary,auc,0.0,1.0,0.2,5,20,20,0.7127311226524847,0.6176096771096652,0.6693761970484072,0.601011009215576
binary,auc,0.0,1.0,0.2,5,20,50,0.7399443853714073,0.6311849994634235,0.6677633989626441,0.5939690613748325
binary,auc,0.0,1.0,0.2,5,20,100,0.7705722425024962,0.6471382135116212,0.6585224231374983,0.5891991532364999
binary,auc,0.0,1.0,0.2,5,50,10,0.6915163496502462,0.6049945801067306,0.6645554931983074,0.5969107785817174
binary,auc,0.0,1.0,0.2,5,50,20,0.708470357041549,0.6146192420894645,0.6694187883487439,0.5984757376336861
binary,auc,0.0,1.0,0.2,5,50,50,0.7335143130795471,0.6285524497990572,0.6691822516290586,0.5952895770731855
binary,auc,0.0,1.0,0.2,5,50,100,0.7607141481272698,0.6427620727677518,0.6616819330804605,0.5881747677191042
binary,auc,0.0,1.0,0.2,5,100,10,0.6908673582247404,0.6047486677878137,0.6649654025761612,0.5974510836092527
binary,auc,0.0,1.0,0.2,5,100,20,0.7061279707869543,0.6144166302674788,0.6705727345472572,0.5999785398230072
binary,auc,0.0,1.0,0.2,5,100,50,0.7309858914484019,0.6272991731842589,0.6697228040929558,0.6000780450402483
binary,auc,0.0,1.0,0.2,5,100,100,0.7525902752398118,0.6408808549838899,0.6646869759703288,0.5956722047533992
binary,auc,0.0,1.0,0.2,10,10,10,0.7074504372396552,0.6140728692162006,0.6652794257303457,0.5967328440941407
binary,auc,0.0,1.0,0.2,10,10,20,0.7345669103937715,0.6287062524735552,0.6701410031605052,0.6019030242046348
binary,auc,0.0,1.0,0.2,10,10,50,0.7742686996904085,0.6508774086953544,0.6645509033666644,0.5923826737910723
binary,auc,0.0,1.0,0.2,10,10,100,0.8113234829228632,0.6761599537162818,0.6534130783988903,0.5830476548440927
binary,auc,0.0,1.0,0.2,10,20,10,0.7059504190892444,0.6147835829220826,0.6672771462820343,0.5985900582079254
binary,auc,0.0,1.0,0.2,10,20,20,0.7329670298148155,0.6278280456572649,0.671164635586399,0.5986815993607758
binary,auc,0.0,1.0,0.2,10,20,50,0.7744833306839577,0.6524748200316711,0.6629250166192668,0.5891888265771851
binary,auc,0.0,1.0,0.2,10,20,100,0.8105240908520761,0.6765201010802698,0.6525398803018312,0.5803447844579829
binary,auc,0.0,1.0,0.2,10,50,10,0.7015839790921814,0.6116326366168479,0.6666730903335317,0.5991458478654387
binary,auc,0.0,1.0,0.2,10,50,20,0.7277025378393532,0.6268447064000824,0.671578269340122,0.6006921940294857
binary,auc,0.0,1.0,0.2,10,50,50,0.7659382397711556,0.6486807925357655,0.6659984940309954,0.5914129513238945
binary,auc,0.0,1.0,0.2,10,50,100,0.7976567476051887,0.6695218368759046,0.657163315128558,0.5843038288708197
binary,auc,0.0,1.0,0.2,10,100,10,0.6997169992519483,0.60982017377401,0.6658303086119367,0.5970362426433428
binary,auc,0.0,1.0,0.2,10,100,20,0.7203027897389521,0.622216284858287,0.6682768670279775,0.5985235082779811
binary,auc,0.0,1.0,0.2,10,100,50,0.7557884624891852,0.6432319433785415,0.6646131776034725,0.594393606455138
binary,auc,0.0,1.0,0.2,10,100,100,0.7865996916182308,0.6625127375916434,0.6549935446150248,0.584265144862688
binary,auc,0.0,1.0,0.2,20,10,10,0.7076582957270218,0.614353694392555,0.6658722602053406,0.5960636403279154
binary,auc,0.0,1.0,0.2,20,10,20,0.7347027949660649,0.6300288845280254,0.6691734256562217,0.5991017355750703
binary,auc,0.0,1.0,0.2,20,10,50,0.7756007080034534,0.6521101433756319,0.6633105750601279,0.5937740413586644
binary,auc,0.0,1.0,0.2,20,10,100,0.8116797626118158,0.6744844157102792,0.6531003739090516,0.5843024564689271
binary,auc,0.0,1.0,0.2,20,20,10,0.7055531311218205,0.613657541582568,0.6672479834321617,0.5968897554282157
binary,auc,0.0,1.0,0.2,20,20,20,0.7336665282447222,0.6285844473221504,0.670271847237551,0.5978777648460164
binary,auc,0.0,1.0,0.2,20,20,50,0.7744598633935423,0.6511403723042698,0.6635085549304759,0.5898546739452816
binary,auc,0.0,1.0,0.2,20,20,100,0.8104796027719251,0.6748027670869788,0.6528785056100374,0.5812386666256814
binary,auc,0.0,1.0,0.2,20,50,10,0.701883395919531,0.6117219275217667,0.6667190633898908,0.5976440869180432
binary,auc,0.0,1.0,0.2,20,50,20,0.7284345654600325,0.6266043366174091,0.6705519523720295,0.5996938360276051
binary,auc,0.0,1.0,0.2,20,50,50,0.7675068934201493,0.6496231801602225,0.6641363861725512,0.591547979365259
binary,auc,0.0,1.0,0.2,20,50,100,0.7989466500759881,0.6700007275371774,0.6555228818467248,0.5836321781086472
binary,auc,0.0,1.0,0.2,20,100,10,0.7003651456380382,0.609937221257451,0.6660511574409854,0.5974892498687724
binary,auc,0.0,1.0,0.2,20,100,20,0.7223228038763465,0.6223160926355816,0.6685619079740693,0.5978604637408503
binary,auc,0.0,1.0,0.2,20,100,50,0.7594455093779521,0.6443729152850921,0.6632479201381023,0.5959571673280285
binary,auc,0.0,1.0,0.2,20,100,100,0.7889493451085431,0.6632709959671215,0.6551754519971272,0.5883541885753663
binary,auc,0.0,1.0,0.2,50,10,10,0.7076582957270218,0.614353694392555,0.6658722602053406,0.5960636403279154
binary,auc,0.0,1.0,0.2,50,10,20,0.7347027949660649,0.6300288845280254,0.6691734256562217,0.5991017355750703
binary,auc,0.0,1.0,0.2,50,10,50,0.7756007080034534,0.6521101433756319,0.6633105750601279,0.5937740413586644
binary,auc,0.0,1.0,0.2,50,10,100,0.8116797626118158,0.6744844157102792,0.6531003739090516,0.5843024564689271
binary,auc,0.0,1.0,0.2,50,20,10,0.7055531311218205,0.613657541582568,0.6672479834321617,0.5968897554282157
binary,auc,0.0,1.0,0.2,50,20,20,0.7336665282447222,0.6285844473221504,0.670271847237551,0.5978777648460164
binary,auc,0.0,1.0,0.2,50,20,50,0.7744598633935423,0.6511403723042698,0.6635085549304759,0.5898546739452816
binary,auc,0.0,1.0,0.2,50,20,100,0.8104796027719251,0.6748027670869788,0.6528785056100374,0.5812386666256814
binary,auc,0.0,1.0,0.2,50,50,10,0.701883395919531,0.6117219275217667,0.6667190633898908,0.5976440869180432
binary,auc,0.0,1.0,0.2,50,50,20,0.7284345654600325,0.6266043366174091,0.6705519523720295,0.5996938360276051
binary,auc,0.0,1.0,0.2,50,50,50,0.7675068934201493,0.6496231801602225,0.6641363861725512,0.591547979365259
binary,auc,0.0,1.0,0.2,50,50,100,0.7989466500759881,0.6700007275371774,0.6555228818467248,0.5836321781086472
binary,auc,0.0,1.0,0.2,50,100,10,0.7003651456380382,0.609937221257451,0.6660511574409854,0.5974892498687724
binary,auc,0.0,1.0,0.2,50,100,20,0.7223228038763465,0.6223160926355816,0.6685619079740693,0.5978604637408503
binary,auc,0.0,1.0,0.2,50,100,50,0.7594455093779521,0.6443729152850921,0.6632479201381023,0.5959571673280285
binary,auc,0.0,1.0,0.2,50,100,100,0.7889493451085431,0.6632709959671215,0.6551754519971272,0.5883541885753663
binary,auc,0.0,1.0,0.5,2,10,10,0.6805818679565551,0.6001930889767636,0.6646812586004647,0.5945931406763031
binary,auc,0.0,1.0,0.5,2,10,20,0.6898769764510041,0.6054897664001492,0.6679091974612531,0.5947162912955761
binary,auc,0.0,1.0,0.5,2,10,50,0.7010449353398269,0.6109687054385309,0.6686165922997714,0.5921554208223037
binary,auc,0.0,1.0,0.5,2,10,100,0.71277298716153,0.6188627724346553,0.6670910757640947,0.5903005284420079
binary,auc,0.0,1.0,0.5,2,20,10,0.6805706918358464,0.600253187704413,0.6646653429997672,0.5945421971776539
binary,auc,0.0,1.0,0.5,2,20,20,0.6902289121178322,0.60498059347222,0.669938619697346,0.5974742893794834
binary,auc,0.0,1.0,0.5,2,20,50,0.702261052386936,0.6125748382619266,0.6697143465738954,0.5940744989377009
binary,auc,0.0,1.0,0.5,2,20,100,0.7133761403364746,0.6194020550343134,0.6673267247532513,0.5928407992425615
binary,auc,0.0,1.0,0.5,2,50,10,0.6804742652260575,0.6002802194034907,0.6648131987000016,0.5947590486408658
binary,auc,0.0,1.0,0.5,2,50,20,0.690544232966336,0.6057395855186108,0.6699241803836816,0.5954289094506143
binary,auc,0.0,1.0,0.5,2,50,50,0.701467748982734,0.6114050306942405,0.6705648666159051,0.5937718405142722
